"user_id","gender","home_country","home_city","months_since_sign_up","has_children","is_married","is_family","age","age_group","avg_days_from_res_to_trip","total_number_of_sessions","total_number_of_page_clicks","total_session_duration_in_minutes","total_trips","total_discounted_trips","total_hotel_discounted_trips","total_flight_discounted_trips","total_cancelled_trips","total_flights","return_flights","total_hotel_res","total_paid_for_flights_before_disc","avg_paid_for_flights_before_disc","total_paid_for_flights_after_disc","avg_paid_for_flights_after_disc","total_disc_for_flights","avg_disc_for_flight","avg_disc_perc_for_flight","avg_disc_perc_for_hotel","total_paid_for_hotels_before_disc","avg_paid_for_hotels_before_disc","total_paid_for_hotels_after_disc","avg_paid_for_hotels_after_disc","total_disc_for_hotels","avg_disc_for_hotels","avg_num_of_rooms_per_hotel_res","avg_num_of_nights_per_hotel_res","tot_num_of_nights_for_hotel_res","num_of_diff_hotels_stayed","num_of_diff_hotel_groups_stayed","num_of_diff_hotel_cities_stayed","num_of_diff_flight_dest","num_of_diff_airlines","num_of_diff_routes","avg_num_of_seats_booked_per_flight","tot_num_of_seats_booked_for_flights","tot_number_of_checked_bags_for_flights","avg_of_checked_bags_for_flights","tot_flight_distance_km","tot_flight_dist_km","avg_flight_dist_km","booking_rate_per_session_segmentation","budget_segmentation","flyer_segmentation","customer_value","ads_per_km","discount_flight_proportion","bargain_hunter_index","avg_session_dur_min"
510343,0,0,oklahoma city,29,1,1,1,40,"31-40",8.5000000000000000,8,222,53.53,4,1,1,1,1,8,4,4,1213.35,303.34,1180.4745,295.12,32.8755,8.22,0.01,0.04,2301,575.25,2242.2,560.55,58.8,14.70,1.25,2.25,9,4,4,4,4,3,4,1.25,5,3,0.75,10645.963232556822,10875.64214573895,2718.9105364347374,Rare Booker,Low Budget,Regular Flyer,855.6686250000000000,0.10854297007763418,0.25000000000000000000,0.0002713574251941,6.6912500000000000
510418,0,0,dallas,29,1,1,1,37,"31-40",0,8,71,8.80,0,2,1,1,0,0,0,0,0,0.00,0,0.00,0,0.00,0.05,0.02,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0,0,0.00,0.0,0.0,0.0,Never Booker,Low Budget,Rare Flyer,0,0.0,0,0.0,1.10000000000000000000
510449,0,0,charlotte,29,1,0,0,54,"50+",10.3333333333333333,8,216,26.71,3,2,0,2,0,6,3,3,415.28,138.43,400.661,133.55,14.619,4.87,0.11,0.00,498,166.00,498,166.00,0,0.00,1.00,1.33,4,3,3,3,3,3,3,1.00,3,2,0.67,4844.384110032328,4893.542568216307,1631.1808560721022,Occasional Booker,Low Budget,Regular Flyer,299.5536666666666667,0.0818754500272061,0.66666666666666666667,0.0060041996686617805,3.3387500000000000
510494,0,0,kansas city,29,0,1,0,49,"41-50",9.2500000000000000,8,117,14.74,4,1,0,1,0,8,4,4,1545.51,386.38,1456.2780,364.07,89.2320,22.31,0.03,0.00,935,233.75,935,233.75,0,0.00,1.25,2.00,8,4,4,4,4,4,4,1.25,5,1,0.25,14174.492485977134,14597.354141125435,3649.338535281359,Rare Booker,Low Budget,Regular Flyer,597.8195000000000000,0.09976314789110974,0.25000000000000000000,0.0007482236091833,1.8425000000000000
510537,0,0,austin,29,1,1,1,49,"41-50",50.2000000000000000,9,151,18.69,5,2,1,2,0,8,4,4,7980.19,1995.05,7980.19,1995.05,0.00,0.00,0.01,0.01,2479,619.75,2414.2,603.55,64.8,16.20,1.00,5.25,21,4,4,3,4,4,5,1.50,6,5,1.25,37671.44336639553,56358.26475201143,14089.566188002858,Rare Booker,High Budget,Regular Flyer,2078.8780000000000000,0.14159751076642554,0.40000000000000000000,0.0005663900430657,2.0766666666666667
510558,1,0,newark,29,1,0,0,25,"18-25",9.0000000000000000,8,143,75.21,1,1,0,1,1,1,0,1,359.89,359.89,359.89,359.89,0.00,0.00,0.05,0.00,114,114.00,114,114.00,0,0.00,1.00,1.00,1,1,1,1,1,1,1,1.00,1,1,1.00,4091.3994187550925,4043.674650075302,4043.674650075302,Frequent Booker,Low Budget,Rare Flyer,473.8900000000000000,0.08900073105369594,1.00000000000000000000,0.004450036552684797,9.4012500000000000
510570,0,0,new york,29,0,0,0,45,"41-50",10.0000000000000000,8,109,13.41,4,3,1,2,0,4,2,4,853.04,426.52,853.04,426.52,0.00,0.00,0.04,0.01,4356,1089.00,4356,1089.00,0,0.00,1.25,5.50,22,4,4,3,2,2,3,1.00,2,1,0.50,9059.934556205302,9100.781992451837,4550.390996225919,Rare Booker,Moderate Budget,Rare Flyer,1302.2600000000000000,0.09373260459458417,0.50000000000000000000,0.0018746520918916834,1.6762500000000000
510676,0,0,new york,29,1,1,1,50,"41-50",10.0000000000000000,8,125,15.67,3,1,1,0,0,6,3,3,872.09,290.70,872.09,290.70,0.00,0.00,0.00,0.03,248,82.67,248,82.67,0,0.00,1.33,1.33,4,3,3,3,3,3,3,1.33,4,1,0.33,9660.52909352425,9394.778930163626,3131.5929767212087,Occasional Booker,Low Budget,Regular Flyer,373.3633333333333333,0.09282709114101646,0.00000000000000000000,0.0,1.9587500000000000
510686,0,0,st. petersburg,29,0,1,0,37,"31-40",7.3333333333333333,8,160,19.78,3,3,1,2,0,4,2,3,1157.77,578.89,983.902,491.95,173.868,86.93,0.04,0.02,4975,1658.33,4975,1658.33,0,0.00,2.00,2.67,8,3,3,3,2,2,3,2.00,4,0,0.00,6862.243999345223,6934.81871669174,3467.40935834587,Occasional Booker,High Budget,Rare Flyer,1986.3006666666666667,0.14187854653385534,0.66666666666666666667,0.0037834279075694755,2.4725000000000000
510694,1,0,anchorage,29,0,0,0,47,"41-50",8.0000000000000000,9,492,156.17,3,1,1,0,1,6,3,3,1908.71,636.24,1908.71,636.24,0.00,0.00,0.00,0.04,806,268.67,749.60,249.87,56.40,18.80,1.00,2.33,7,3,3,3,3,2,3,1.00,3,2,0.67,22467.70586368411,19967.21494649961,6655.738315499871,Occasional Booker,Low Budget,Regular Flyer,886.1033333333333333,0.09559219976918262,0.00000000000000000000,0.0,17.3522222222222222
510700,1,0,newark,29,0,0,0,52,"50+",8.3333333333333333,9,432,148.68,3,3,1,2,1,4,2,3,182.43,91.22,169.0000,84.50,13.4300,6.72,0.06,0.01,6215,2071.67,6215,2071.67,0,0.00,1.33,4.00,12,3,3,3,2,2,3,1.00,2,1,0.50,2065.16829350469,2067.379181402285,1033.6895907011426,Occasional Booker,High Budget,Rare Flyer,2128.0000000000000000,0.08174601036920996,0.66666666666666666667,0.0032698404147683984,16.5200000000000000
510707,0,1,toronto,29,1,0,0,42,"41-50",8.0000000000000000,8,104,13.06,2,1,0,2,0,4,2,1,257.98,128.99,257.98,128.99,0.00,0.00,0.08,0.00,700,700.00,700,700.00,0,0.00,2.00,2.00,2,1,1,1,2,2,2,1.50,3,2,1.00,2115.4891578239967,2088.24142010278,1044.12071005139,Occasional Booker,Low Budget,Rare Flyer,478.9900000000000000,0.12353935589846822,1.00000000000000000000,0.009883148471877459,1.6325000000000000
510719,0,1,montreal,29,1,1,1,37,"31-40",3.0000000000000000,9,109,13.51,1,2,1,2,0,0,0,1,0,0.00,0,0.00,0,0.00,0.05,0.03,1940,1940.00,1940,1940.00,0,0.00,1.00,20.00,20,1,1,1,0,0,1,0.00,0,0,0.00,0.0,0.0,0.0,Super Booker,Moderate Budget,Rare Flyer,1940.0000000000000000,0.0,2.0000000000000000,0.0,1.5011111111111111
510733,0,1,toronto,29,1,1,1,47,"41-50",7.0000000000000000,8,92,11.42,2,2,1,2,0,4,2,1,746.76,373.38,746.76,373.38,0.00,0.00,0.04,0.04,216,216.00,183.60,183.60,32.40,32.40,1.00,2.00,2,1,1,1,2,2,2,1.00,2,2,1.00,8168.191045034766,7765.7314791224535,3882.8657395612267,Occasional Booker,Low Budget,Rare Flyer,465.1800000000000000,0.09616093500111411,1.00000000000000000000,0.0038464374000445646,1.4275000000000000
510754,0,0,charlotte,29,0,0,0,45,"41-50",7.0000000000000000,8,155,19.17,5,3,1,2,0,8,4,5,1284.31,321.08,1065.4500,266.36,218.8600,54.72,0.04,0.01,1594,318.80,1594,318.80,0,0.00,1.20,2.40,12,5,5,4,3,4,4,1.00,4,1,0.25,12438.736414152994,13230.313072880572,3307.578268220143,Rare Booker,Low Budget,Regular Flyer,531.8900000000000000,0.08053097414481854,0.40000000000000000000,0.0012884955863170966,2.3962500000000000
510779,0,1,montreal,29,0,0,0,42,"41-50",9.5000000000000000,8,132,16.52,4,0,0,0,0,6,3,4,2466.13,822.04,2466.13,822.04,0.00,0.00,0.00,0.00,1204,301.00,1204,301.00,0,0.00,1.25,1.75,7,4,4,4,3,3,4,1.33,4,2,0.67,18321.347961086743,17323.858080359372,5774.619360119791,Rare Booker,Moderate Budget,Regular Flyer,917.5325000000000000,0.14235454877086143,0.00000000000000000000,0.0,2.0650000000000000
510805,0,0,dallas,29,0,0,0,74,"50+",8.0000000000000000,8,132,16.34,2,1,0,2,0,2,1,2,388.86,388.86,388.86,388.86,0.00,0.00,0.04,0.00,938,469.00,938,469.00,0,0.00,1.00,5.00,10,2,2,2,1,1,2,1.00,1,2,2.00,4254.651633150022,4360.5199320114825,4360.5199320114825,Occasional Booker,Low Budget,Rare Flyer,663.4300000000000000,0.08917743894375943,1.00000000000000000000,0.003567097557750377,2.0425000000000000
510815,0,0,san antonio,29,1,1,1,57,"50+",7.2500000000000000,9,168,20.79,4,2,0,2,0,7,3,4,1427.55,356.89,1399.714,349.93,27.836,6.96,0.05,0.00,4163,1040.75,4163,1040.75,0,0.00,1.00,5.00,20,4,4,4,4,4,4,1.00,4,1,0.25,16078.729436964655,16902.544466572923,4225.636116643231,Occasional Booker,Moderate Budget,Regular Flyer,1390.6785000000000000,0.08281084559594708,0.50000000000000000000,0.002070271139898677,2.3100000000000000
510822,0,0,new york,29,0,0,0,47,"41-50",4.5000000000000000,9,136,16.81,4,6,5,2,0,6,3,3,1568.22,522.74,1397.4750,465.83,170.7450,56.92,0.05,0.11,5401,1800.33,4191.05,1397.02,1209.95,403.32,1.33,6.00,18,3,3,3,3,3,4,1.00,3,1,0.33,17749.101822348304,17379.731998833326,5793.243999611109,Occasional Booker,Moderate Budget,Regular Flyer,1397.1312500000000000,0.08040831700361147,0.50000000000000000000,0.002010207925090287,1.8677777777777778
510828,0,0,new york,29,0,0,0,23,"18-25",0,9,104,12.90,0,1,0,2,0,0,0,0,0,0.00,0,0.00,0,0.00,0.10,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0,0,0.00,0.0,0.0,0.0,Never Booker,Low Budget,Rare Flyer,0,0.0,0,0.0,1.4333333333333333
510836,0,0,nashville,29,0,0,0,42,"41-50",7.8000000000000000,8,164,20.43,5,1,0,1,0,10,5,5,1141.82,228.36,1141.82,228.36,0.00,0.00,0.02,0.00,1117,223.40,1117,223.40,0,0.00,1.00,1.60,8,5,5,4,4,5,4,1.00,5,3,0.60,12458.793550347445,12661.299850691314,2532.259970138263,Rare Booker,Low Budget,Frequent Flyer,451.7640000000000000,0.09018189391807635,0.20000000000000000000,0.0003607275756723,2.5537500000000000
510841,1,1,montreal,29,0,0,0,39,"31-40",8.7142857142857143,10,396,134.20,7,1,1,0,1,14,7,7,2643.92,377.70,2643.92,377.70,0.00,0.00,0.00,0.01,2859,408.43,2745.6,392.23,113.4,16.20,1.00,2.43,17,7,6,7,7,5,7,1.00,7,2,0.29,29379.129611751967,27796.020414640887,3970.8600592344123,Rare Booker,Low Budget,Bird,769.9314285714285714,0.09511865225884561,0.00000000000000000000,0.0,13.4200000000000000
510890,0,0,dallas,29,0,0,0,35,"31-40",7.4000000000000000,9,157,19.66,5,2,1,1,0,8,4,3,1254.73,313.68,1254.73,313.68,0.00,0.00,0.01,0.01,1352,450.67,1328.6,442.87,23.4,7.80,1.00,3.67,11,3,3,3,4,3,5,1.00,4,4,1.00,13702.884598385592,14137.510794614553,3534.377698653638,Rare Booker,Low Budget,Regular Flyer,516.6660000000000000,0.08875183320659025,0.20000000000000000000,0.0001775036664132,2.1844444444444444
510899,0,0,kansas city,29,0,1,0,56,"50+",8.5000000000000000,10,133,16.61,2,2,1,2,0,4,2,2,323.46,161.73,323.46,161.73,0.00,0.00,0.04,0.01,1364,682.00,1364,682.00,0,0.00,1.00,3.00,6,2,2,2,2,2,2,1.00,2,1,0.50,3748.776394314355,3829.420006663999,1914.7100033319996,Occasional Booker,Low Budget,Rare Flyer,843.7300000000000000,0.08446709930932395,1.00000000000000000000,0.0033786839723729577,1.6610000000000000
510944,1,0,chicago,29,1,1,1,57,"50+",8.6666666666666667,8,149,18.67,6,3,2,1,0,12,6,3,1675.39,279.23,1652.905,275.48,22.485,3.75,0.01,0.03,727,242.33,712.6,237.53,14.4,4.80,1.00,1.00,3,3,3,3,6,6,6,1.33,8,3,0.50,14265.607732523342,14708.73852001171,2451.4564200019518,Rare Booker,Low Budget,Frequent Flyer,394.2508333333333333,0.11237571446056845,0.16666666666666666667,0.0001872928574343,2.3337500000000000
510946,0,1,london,29,0,1,0,48,"41-50",9.3333333333333333,8,166,20.64,3,2,1,3,0,6,3,3,2165.65,721.88,2165.65,721.88,0.00,0.00,0.04,0.01,6826,2275.33,6826,2275.33,0,0.00,1.67,5.33,16,3,3,3,3,3,3,1.67,5,2,0.67,15674.898114489497,16151.96047459204,5383.986824864013,Occasional Booker,High Budget,Regular Flyer,2997.2166666666666667,0.13407969908090672,1.00000000000000000000,0.005363187963236269,2.5800000000000000
510953,0,0,seattle,29,0,0,0,46,"41-50",8.0000000000000000,8,153,19.05,2,2,2,0,0,4,2,1,1341.90,670.95,1341.90,670.95,0.00,0.00,0.00,0.05,330,330.00,330,330.00,0,0.00,2.00,1.00,1,1,1,1,2,2,2,1.50,3,0,0.00,9763.624402797988,9236.084282664146,4618.042141332073,Occasional Booker,Moderate Budget,Rare Flyer,835.9500000000000000,0.14528884307808954,0.00000000000000000000,0.0,2.3812500000000000
510960,0,0,tallahassee,29,0,0,0,40,"31-40",7.6666666666666667,8,167,20.63,3,1,0,1,0,6,3,2,694.26,231.42,694.26,231.42,0.00,0.00,0.08,0.00,574,287.00,574,287.00,0,0.00,1.00,2.00,4,2,2,2,3,3,3,1.00,3,1,0.33,7414.641327996052,7522.203833204304,2507.401277734768,Occasional Booker,Low Budget,Regular Flyer,422.7533333333333333,0.09229476033810952,0.33333333333333333333,0.0024611936090162536,2.5787500000000000
510961,0,0,st. petersburg,29,0,1,0,48,"41-50",5.0000000000000000,8,141,17.59,4,3,1,2,0,5,2,4,1213.79,404.60,1142.6385,380.88,71.1515,23.72,0.04,0.03,1862,465.50,1862,465.50,0,0.00,1.00,3.25,13,4,3,4,3,2,4,1.00,3,2,0.67,12829.420651148255,13634.935094371072,4544.978364790358,Rare Booker,Low Budget,Regular Flyer,751.1596250000000000,0.08380226910443578,0.50000000000000000000,0.0016760453820887156,2.1987500000000000
510972,0,0,tucson,29,1,1,1,29,"26-30",9.3333333333333333,8,124,15.70,3,2,0,2,0,6,3,3,1182.71,394.24,1082.25,360.75,100.46,33.49,0.04,0.00,2180,726.67,2180,726.67,0,0.00,1.33,2.00,6,3,3,3,3,3,3,1.33,4,2,0.67,7620.992365975822,7742.078966807421,2580.692988935807,Occasional Booker,Moderate Budget,Regular Flyer,1087.4166666666666667,0.13978803427863826,0.66666666666666666667,0.0037276809140970204,1.9625000000000000
511017,1,0,chicago,29,0,1,0,61,"50+",7.0000000000000000,8,96,11.92,1,1,0,2,0,2,1,1,511.25,511.25,511.25,511.25,0.00,0.00,0.05,0.00,177,177.00,177,177.00,0,0.00,1.00,1.00,1,1,1,1,1,1,1,1.00,1,1,1.00,5487.41442363769,5765.968050424223,5765.968050424223,Frequent Booker,Low Budget,Rare Flyer,688.2500000000000000,0.088666811111169,2.0000000000000000,0.0088666811111169,1.4900000000000000
511055,0,0,des moines,29,0,0,0,36,"31-40",9.0000000000000000,8,109,13.55,2,2,0,2,0,4,2,2,628.92,314.46,584.077,292.04,44.843,22.42,0.06,0.00,754,377.00,754,377.00,0,0.00,1.50,1.50,3,2,2,2,2,2,2,1.50,3,1,0.50,4633.7468053698485,4544.936414405464,2272.468207202732,Occasional Booker,Low Budget,Rare Flyer,669.0385000000000000,0.12851158888576106,1.00000000000000000000,0.007710695333145663,1.6937500000000000
511066,0,0,indianapolis,29,0,0,0,36,"31-40",6.6666666666666667,8,178,21.94,3,1,0,1,0,6,3,3,1005.70,335.23,982.7470,327.58,22.9530,7.65,0.01,0.00,1047,349.00,1047,349.00,0,0.00,1.33,2.00,6,3,3,3,3,3,3,1.33,4,0,0.00,8416.534364203624,8349.341891954758,2783.1139639849193,Occasional Booker,Low Budget,Regular Flyer,676.5823333333333333,0.11770352833999446,0.33333333333333333333,0.0003923450944666,2.7425000000000000
511093,0,0,milwaukee,29,1,0,0,39,"31-40",6.0000000000000000,8,129,16.13,3,3,2,3,0,4,2,3,443.36,221.68,413.7410,206.87,29.6190,14.81,0.10,0.04,959,319.67,874.6,291.53,84.4,28.13,1.00,3.00,9,3,3,3,2,2,3,1.00,2,0,0.00,5196.280935847019,5118.527312892488,2559.263656446244,Occasional Booker,Low Budget,Rare Flyer,429.4470000000000000,0.08083203912146252,1.00000000000000000000,0.008083203912146252,2.0162500000000000
511122,0,1,montreal,29,0,1,0,49,"41-50",10.5000000000000000,8,112,13.82,2,3,1,2,0,4,2,2,188.94,94.47,170.994,85.50,17.946,8.97,0.06,0.01,746,373.00,746,373.00,0,0.00,1.00,2.00,4,2,2,1,1,2,1,1.00,2,0,0.00,2020.5584287507802,1995.9988765956225,997.9994382978113,Occasional Booker,Low Budget,Rare Flyer,458.4970000000000000,0.0856683848898991,1.00000000000000000000,0.005140103093393945,1.7275000000000000
511125,0,1,quebec,29,1,1,1,50,"41-50",8.0000000000000000,8,99,12.26,3,5,3,3,0,6,3,3,1080.50,360.17,1045.1195,348.37,35.3805,11.79,0.02,0.08,801,267.00,711.30,237.10,89.70,29.90,1.00,3.00,9,3,3,3,3,3,3,1.00,3,3,1.00,12542.58059052644,11789.791905177379,3929.9306350591264,Occasional Booker,Low Budget,Regular Flyer,585.4731666666666667,0.08864613628515745,1.00000000000000000000,0.0017729227257031492,1.5325000000000000
511126,0,0,boston,29,0,0,0,29,"26-30",7.4000000000000000,9,150,18.49,5,3,1,2,0,6,3,5,2326.25,775.42,2326.25,775.42,0.00,0.00,0.04,0.01,3673,734.60,3564.1,712.82,108.9,21.78,1.20,4.00,20,5,5,5,3,2,5,1.33,4,2,0.67,18451.54643965757,17668.630697751723,5889.543565917241,Rare Booker,Moderate Budget,Regular Flyer,1178.0700000000000000,0.1316598914649344,0.40000000000000000000,0.0021065582634389505,2.0544444444444444
511140,0,0,san diego,29,0,0,0,42,"41-50",6.3333333333333333,8,131,16.20,3,2,1,2,0,4,2,2,662.69,331.35,657.6620,328.83,5.0280,2.51,0.06,0.01,3776,1888.00,3610.80,1805.40,165.20,82.60,1.50,16.00,32,2,2,2,2,2,3,1.50,3,0,0.00,4098.6671844697585,4055.1934688476617,2027.5967344238309,Occasional Booker,High Budget,Rare Flyer,1422.8206666666666667,0.16217771237111497,0.66666666666666666667,0.006487108494844599,2.0250000000000000
511142,0,0,new york,29,1,1,1,43,"41-50",6.0000000000000000,8,132,16.37,3,2,1,2,0,6,3,3,696.25,232.08,696.25,232.08,0.00,0.00,0.08,0.03,2102,700.67,2102,700.67,0,0.00,1.33,4.33,13,3,3,3,3,3,3,1.33,4,4,1.33,5569.565017350358,5579.884930138453,1859.9616433794843,Occasional Booker,Low Budget,Regular Flyer,932.7500000000000000,0.12477855882643159,0.66666666666666666667,0.006654856470743018,2.0462500000000000
511145,0,0,wichita,29,1,0,0,32,"31-40",8.0000000000000000,8,98,12.16,3,4,2,2,0,2,1,3,43.19,43.19,25.914000000000004319,25.91,17.275999999999995681,17.28,0.08,0.03,4961,1653.67,4699.7,1566.57,261.3,87.10,2.00,6.33,19,3,3,3,1,1,3,1.00,1,1,1.00,499.5089423853919,499.3848865244404,499.3848865244404,Occasional Booker,Moderate Budget,Rare Flyer,1575.204666666666668106,0.05189183873855932,0.66666666666666666667,0.0027675647327231635,1.5200000000000000
511148,0,0,new york,29,1,1,1,46,"41-50",5.6666666666666667,8,108,13.45,3,4,3,1,0,4,2,3,1300.85,650.43,1300.85,650.43,0.00,0.00,0.01,0.11,1710,570.00,1627.0,542.33,83.0,27.67,1.00,4.67,14,3,3,3,2,2,3,1.00,2,0,0.00,14801.585704951889,14199.511108399634,7099.755554199817,Occasional Booker,Moderate Budget,Rare Flyer,975.9500000000000000,0.09161230904847774,0.33333333333333333333,0.0003053743634949,1.6812500000000000
511160,1,0,austin,29,0,1,0,44,"41-50",8.6666666666666667,8,135,16.83,3,1,0,2,0,6,3,2,1187.33,395.78,1187.33,395.78,0.00,0.00,0.07,0.00,606,303.00,606,303.00,0,0.00,1.00,3.00,6,2,2,2,3,1,3,1.00,3,0,0.00,13089.634405293582,13709.033408169887,4569.677802723296,Occasional Booker,Low Budget,Regular Flyer,597.7766666666666667,0.08660931552566001,0.66666666666666666667,0.004041768057864134,2.1037500000000000
511178,0,0,new york,29,0,0,0,39,"31-40",9.0000000000000000,8,173,21.53,4,2,2,1,0,6,3,4,1216.93,405.64,1196.356,398.79,20.574,6.86,0.04,0.07,1072,268.00,922.00,230.50,150.00,37.50,1.00,2.25,9,4,4,4,3,3,4,1.00,3,2,0.67,13588.237704731271,13355.553863160294,4451.851287720098,Rare Booker,Low Budget,Regular Flyer,529.5890000000000000,0.08957741567723415,0.25000000000000000000,0.0008957741567723,2.6912500000000000
511195,0,0,tallahassee,29,0,1,0,54,"50+",4.0000000000000000,8,152,18.67,2,1,1,0,0,2,1,2,573.78,573.78,573.78,573.78,0.00,0.00,0.00,0.04,1802,901.00,1802,901.00,0,0.00,1.50,3.50,7,2,2,2,1,1,2,1.00,1,1,1.00,6430.245655804946,6580.358379585692,6580.358379585692,Occasional Booker,Moderate Budget,Rare Flyer,1187.8900000000000000,0.08719585878180178,0.00000000000000000000,0.0,2.3337500000000000
511208,0,0,salt lake city,29,0,0,0,34,"31-40",7.3333333333333333,8,107,13.28,3,3,1,4,0,5,2,3,1144.48,381.49,1091.315,363.77,53.165,17.72,0.08,0.02,6786,2262.00,6786,2262.00,0,0.00,1.33,6.33,19,3,2,3,3,3,3,1.33,4,4,1.33,10284.620941059029,10626.74941671194,3542.249805570647,Occasional Booker,High Budget,Regular Flyer,2625.7716666666666667,0.10269509115212276,1.3333333333333333,0.010954143056226426,1.6600000000000000
511219,0,0,phoenix,29,0,0,0,19,"18-25",3.0000000000000000,8,59,7.30,1,1,0,1,0,0,0,1,0,0.00,0,0.00,0,0.00,0.05,0.00,412,412.00,412,412.00,0,0.00,2.00,2.00,2,1,1,1,0,0,1,0.00,0,0,0.00,0.0,0.0,0.0,Frequent Booker,Low Budget,Rare Flyer,412.0000000000000000,0.0,1.00000000000000000000,0.0,0.91250000000000000000
511223,0,1,ottawa,29,1,1,1,46,"41-50",6.0000000000000000,10,430,148.52,3,2,1,2,1,6,3,2,914.70,304.90,914.70,304.90,0.00,0.00,0.02,0.03,503,251.50,474.80,237.40,28.20,14.10,1.00,3.00,6,2,2,2,2,3,2,1.00,3,4,1.33,9814.403485501893,9311.198469728675,3103.7328232428918,Occasional Booker,Low Budget,Regular Flyer,463.1666666666666667,0.09823654849305924,0.66666666666666666667,0.001309820646574123,14.8520000000000000
511238,0,0,colorado springs,29,0,0,0,70,"50+",0,8,76,9.37,0,2,1,1,0,0,0,0,0,0.00,0,0.00,0,0.00,0.07,0.07,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0,0,0.00,0.0,0.0,0.0,Never Booker,Low Budget,Rare Flyer,0,0.0,0,0.0,1.1712500000000000
511260,0,0,san jose,29,1,0,0,37,"31-40",6.0000000000000000,8,152,18.74,2,1,0,1,0,2,1,2,720.0,720.00,720.0,720.00,0.0,0.00,0.01,0.00,2450,1225.00,2450,1225.00,0,0.00,1.00,5.50,11,2,1,2,1,1,2,1.00,1,1,1.00,8249.587121099936,8542.056017052277,8542.056017052277,Occasional Booker,Moderate Budget,Rare Flyer,1585.0000000000000000,0.08428884083207641,0.50000000000000000000,0.0004214442041604,2.3425000000000000
511298,0,0,new york,29,0,0,0,36,"31-40",7.7500000000000000,8,176,21.69,4,2,1,1,0,6,3,4,797.11,265.70,797.11,265.70,0.00,0.00,0.03,0.02,2104,526.00,2082.4,520.60,21.6,5.40,1.00,4.25,17,4,4,4,3,3,4,1.00,3,3,1.00,9272.883402546917,9151.692989897689,3050.5643299658964,Rare Booker,Low Budget,Regular Flyer,719.8775000000000000,0.0870997312606431,0.25000000000000000000,0.0006532479844548,2.7112500000000000
511314,0,0,los angeles,29,0,0,0,24,"18-25",73.0000000000000000,9,154,19.03,3,0,0,0,0,4,2,3,1914.9,957.45,1914.9,957.45,0.0,0.00,0.00,0.00,2868,956.00,2868,956.00,0,0.00,1.00,5.33,16,3,3,3,2,2,3,1.50,3,1,0.50,14200.060893106362,14636.964181233363,7318.4820906166815,Occasional Booker,Moderate Budget,Rare Flyer,1594.3000000000000000,0.1308263090822597,0.00000000000000000000,0.0,2.1144444444444444
511326,0,0,seattle,29,0,1,0,43,"41-50",8.6666666666666667,8,131,16.13,3,2,0,2,0,6,3,3,1398.43,466.14,1229.8840,409.96,168.5460,56.18,0.12,0.00,1101,367.00,1101,367.00,0,0.00,1.00,3.00,9,3,3,3,3,3,3,1.00,3,2,0.67,16424.646145802737,15866.445064294248,5288.815021431416,Occasional Booker,Low Budget,Regular Flyer,776.9613333333333333,0.07751478009196423,0.66666666666666666667,0.006201182407357138,2.0162500000000000
511328,1,0,phoenix,29,1,1,1,35,"31-40",4.5000000000000000,8,91,11.25,2,1,1,0,0,2,1,2,407.38,407.38,407.38,407.38,0.00,0.00,0.00,0.02,1258,629.00,1199.20,599.60,58.80,29.40,1.00,6.50,13,2,1,2,1,1,2,1.00,1,0,0.00,4713.754686105947,4799.5881624264775,4799.5881624264775,Occasional Booker,Moderate Budget,Rare Flyer,803.2900000000000000,0.08487811583276453,0.00000000000000000000,0.0,1.4062500000000000
511331,0,1,calgary,29,1,0,0,49,"41-50",7.3333333333333333,9,272,138.44,6,3,2,2,1,12,6,5,3871.55,645.26,3794.720,632.45,76.830,12.81,0.04,0.02,1675,335.00,1619.45,323.89,55.55,11.11,1.60,1.20,6,5,4,4,5,5,5,1.67,10,4,0.67,22873.142779160746,22011.817050489975,3668.6361750816627,Rare Booker,Low Budget,Frequent Flyer,902.3616666666666667,0.172394672883924,0.33333333333333333333,0.0022985956384523197,15.3822222222222222
511364,0,0,new york,29,1,0,0,39,"31-40",7.6666666666666667,8,225,27.85,3,1,1,0,0,6,3,3,1450.89,483.63,1450.89,483.63,0.00,0.00,0.00,0.04,1039,346.33,1039,346.33,0,0.00,1.00,1.67,5,3,3,3,3,3,3,1.00,3,2,0.67,16352.12788265141,16757.64128820329,5585.880429401096,Occasional Booker,Low Budget,Regular Flyer,829.9633333333333333,0.08658080066562641,0.00000000000000000000,0.0,3.4812500000000000
511377,0,1,gatineau,29,0,1,0,66,"50+",12.5000000000000000,8,150,18.77,2,2,0,2,0,0,0,2,0,0.00,0,0.00,0,0.00,0.04,0.00,3266,1633.00,3266,1633.00,0,0.00,1.00,4.00,8,2,2,2,0,0,2,0.00,0,0,0.00,0.0,0.0,0.0,Occasional Booker,Moderate Budget,Rare Flyer,1633.0000000000000000,0.0,1.00000000000000000000,0.0,2.3462500000000000
