,user_id,gender,home_country,home_city,months_since_sign_up,has_children,is_married,is_family,age,age_group,avg_days_from_res_to_trip,total_number_of_sessions,total_number_of_page_clicks,total_session_duration_in_minutes,total_trips,total_discounted_trips,total_hotel_discounted_trips,total_flight_discounted_trips,total_cancelled_trips,total_flights,return_flights,total_hotel_res,total_paid_for_flights_before_disc,avg_paid_for_flights_before_disc,total_paid_for_flights_after_disc,avg_paid_for_flights_after_disc,total_disc_for_flights,avg_disc_for_flight,avg_disc_perc_for_flight,avg_disc_perc_for_hotel,total_paid_for_hotels_before_disc,avg_paid_for_hotels_before_disc,total_paid_for_hotels_after_disc,avg_paid_for_hotels_after_disc,total_disc_for_hotels,avg_disc_for_hotels,avg_num_of_rooms_per_hotel_res,avg_num_of_nights_per_hotel_res,tot_num_of_nights_for_hotel_res,num_of_diff_hotels_stayed,num_of_diff_hotel_groups_stayed,num_of_diff_hotel_cities_stayed,num_of_diff_flight_dest,num_of_diff_airlines,num_of_diff_routes,avg_num_of_seats_booked_per_flight,tot_num_of_seats_booked_for_flights,tot_number_of_checked_bags_for_flights,avg_of_checked_bags_for_flights,tot_flight_distance_km,tot_flight_dist_km,avg_flight_dist_km,booking_rate_per_session_segmentation,budget_segmentation,flyer_segmentation,customer_value,ads_per_km,discount_flight_proportion,bargain_hunter_index,avg_session_dur_min,segment
1174,515802,0,0,las vegas,29,0,0,0,43,41-50,6.2,8,160,19.58,5,1,1,0,0,8,4,5,2250.04,562.51,2250.04,562.51,0.0,0.0,0.0,0.02,3270,654.0,3245.2,649.04,24.8,4.96,1.4,2.8,14,5,3,5,4,4,5,1.5,6,3,0.75,16668.553405844694,17221.259695912275,4305.314923978069,Rare Booker,Moderate Budget,Regular Flyer,1099.048,0.1306547859872341,0.0,0.0,2.4475,3
1175,515818,1,0,chicago,29,0,0,0,68,50+,8.0,8,140,17.55,1,1,0,2,0,2,1,0,1028.11,1028.11,1028.11,1028.11,0.0,0.0,0.02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,2.0,2,0,0.0,5874.405820555986,5718.052933399391,5718.052933399391,Frequent Booker,Moderate Budget,Rare Flyer,1028.11,0.1798007139798873,2.0,0.0071920285591954,2.19375,1
1176,515831,0,0,indianapolis,29,1,0,0,34,31-40,10.0,8,145,18.2,2,2,1,1,0,4,2,1,729.63,364.82,729.63,364.82,0.0,0.0,0.03,0.03,323,323.0,323.0,323.0,0.0,0.0,1.0,1.0,1,1,1,1,2,2,2,1.0,2,1,0.5,7339.467161046055,7785.583259846926,3892.791629923463,Occasional Booker,Low Budget,Rare Flyer,526.315,0.0937155220936325,0.5,0.0014057328314044,2.275,1
1177,515835,0,0,fort worth,29,1,1,1,49,41-50,7.333333333333333,8,145,17.77,3,2,1,1,0,6,3,3,832.2,277.4,832.2,277.4,0.0,0.0,0.03,0.03,1929,643.0,1929.0,643.0,0.0,0.0,1.33,1.67,5,3,3,3,3,3,3,1.33,4,1,0.33,7397.775248099291,7639.568695732011,2546.522898577337,Occasional Booker,Low Budget,Regular Flyer,920.4,0.108932851204666,0.3333333333333333,0.0010893285120466,2.22125,1
1178,515854,0,0,reno,29,0,1,0,68,50+,13.0,8,130,16.1,2,2,1,1,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,1097,548.5,1097.0,548.5,0.0,0.0,1.0,5.0,10,2,2,2,0,0,2,0.0,0,0,0.0,0.0,0.0,0.0,Occasional Booker,Low Budget,Rare Flyer,548.5,0.0,0.5,0.0,2.0125,2
1179,515874,0,0,anchorage,29,0,1,0,69,50+,9.0,9,113,14.03,1,1,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,1962,1962.0,1962.0,1962.0,0.0,0.0,2.0,9.0,9,1,1,1,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,Super Booker,Moderate Budget,Rare Flyer,1962.0,0.0,1.0,0.0,1.5588888888888888,2
1180,515891,0,0,indianapolis,29,0,0,0,42,41-50,9.0,8,132,16.61,5,1,1,0,0,10,5,4,2023.97,404.79,2023.97,404.79,0.0,0.0,0.0,0.02,4437,1109.25,4424.8,1106.2,12.2,3.05,1.0,3.25,13,4,4,3,4,5,4,1.0,5,2,0.4,22993.74505916632,22995.63795864561,4599.127591729122,Rare Booker,Moderate Budget,Frequent Flyer,1289.754,0.0880153881201218,0.0,0.0,2.07625,3
1181,515901,0,0,phoenix,29,0,0,0,37,31-40,7.0,9,129,15.99,2,1,1,0,0,4,2,2,604.18,302.09,604.18,302.09,0.0,0.0,0.0,0.03,818,409.0,809.4,404.7,8.6,4.3,1.0,2.5,5,2,2,2,2,2,2,1.0,2,1,0.5,7582.224828387812,7729.251324602178,3864.625662301089,Occasional Booker,Low Budget,Rare Flyer,706.79,0.0781679847926405,0.0,0.0,1.7766666666666668,1
1182,515908,0,0,st. louis,29,1,1,1,49,41-50,9.0,8,125,15.32,2,3,2,2,0,4,2,2,586.98,293.49,564.1215,282.06,22.8585,11.43,0.05,0.05,325,162.5,289.3,144.65,35.7,17.85,1.0,1.5,3,2,2,2,2,2,2,1.0,2,1,0.5,6858.471871567621,6660.697964226162,3330.348982113081,Occasional Booker,Low Budget,Rare Flyer,426.71075,0.0846940520392654,1.0,0.0042347026019632,1.915,1
1183,515941,0,0,st. petersburg,29,1,1,1,49,41-50,9.75,8,124,15.28,4,0,0,0,0,4,2,4,1236.24,618.12,1236.24,618.12,0.0,0.0,0.0,0.0,3951,987.75,3951.0,987.75,0.0,0.0,1.0,5.0,20,4,4,2,1,2,3,1.0,2,1,0.5,13818.845257572806,14293.409125329468,7146.704562664734,Rare Booker,Moderate Budget,Rare Flyer,1296.81,0.0864902130177781,0.0,0.0,1.91,3
1184,515947,0,0,new york,29,0,0,0,32,31-40,9.5,8,123,15.45,2,1,1,1,0,3,1,2,528.13,264.07,528.13,264.07,0.0,0.0,0.03,0.04,454,227.0,454.0,227.0,0.0,0.0,1.0,1.0,2,2,2,2,2,2,2,1.0,2,1,0.5,6379.135147065391,6150.520193505356,3075.260096752678,Occasional Booker,Low Budget,Rare Flyer,491.065,0.0858675337018938,0.5,0.0012880130055284,1.93125,1
1185,515953,0,0,los angeles,29,0,1,0,45,41-50,8.666666666666666,8,140,17.27,3,3,1,2,0,6,3,3,1482.09,494.03,1340.269,446.76,141.821,47.27,0.04,0.02,1140,380.0,1140.0,380.0,0.0,0.0,1.67,1.67,5,3,3,3,3,3,3,1.67,5,2,0.67,9114.870580900597,9749.842697095768,3249.947565698589,Occasional Booker,Low Budget,Regular Flyer,826.7563333333333,0.1374657050004747,0.6666666666666666,0.0036657521333459,2.15875,3
1186,515974,1,0,dallas,29,1,0,0,24,18-25,11.666666666666666,8,113,14.04,3,1,1,0,0,2,1,3,347.94,347.94,347.94,347.94,0.0,0.0,0.0,0.01,4907,1635.67,4907.0,1635.67,0.0,0.0,1.0,11.0,33,3,3,3,1,1,3,1.0,1,0,0.0,3803.6329159183033,3935.549868647979,3935.549868647979,Occasional Booker,Moderate Budget,Rare Flyer,1751.6466666666665,0.0884095009878585,0.0,0.0,1.755,0
1187,515985,0,1,ottawa,29,0,1,0,44,41-50,9.33333333333333,9,114,14.14,3,3,1,4,0,4,2,3,132.16,66.08,132.16,66.08,0.0,0.0,0.04,0.06,1968,656.0,1968.0,656.0,0.0,0.0,1.0,3.33,10,3,3,3,2,2,3,1.0,2,1,0.5,1500.803504077578,1484.386978811617,742.1934894058085,Occasional Booker,Low Budget,Rare Flyer,700.0533333333333,0.0890333867694028,1.3333333333333333,0.0047484472943681,1.5711111111111111,1
1188,516001,0,0,anchorage,29,0,1,0,33,31-40,18.0,9,106,13.0,1,2,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.06,918,918.0,918.0,918.0,0.0,0.0,2.0,3.0,3,1,1,1,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,Super Booker,Low Budget,Rare Flyer,918.0,0.0,1.0,0.0,1.4444444444444444,2
1189,516004,0,0,san francisco,29,1,1,1,52,50+,8.0,9,128,15.67,2,2,1,3,0,2,0,2,684.11,342.06,684.11,342.06,0.0,0.0,0.07,0.04,1095,547.5,1095.0,547.5,0.0,0.0,1.0,2.0,4,2,1,2,2,2,2,1.0,2,1,0.5,8199.527787209994,8452.176667270556,4226.088333635278,Occasional Booker,Low Budget,Rare Flyer,889.555,0.0809389139544474,1.5,0.0084985859652169,1.7411111111111113,1
1190,516006,0,0,san antonio,29,0,1,0,50,41-50,8.8,8,176,21.7,5,2,0,2,0,10,5,5,999.86,199.97,988.404,197.68,11.456,2.29,0.04,0.0,3667,733.4,3667.0,733.4,0.0,0.0,1.0,3.6,18,5,4,5,5,5,5,1.0,5,2,0.4,11185.838379958695,11471.466641433406,2294.293328286681,Rare Booker,Low Budget,Frequent Flyer,931.0808,0.0861619556500314,0.4,0.0013785912904005,2.7125,3
1191,516039,0,0,santa ana,29,0,0,0,19,18-25,0.0,9,96,12.05,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,Never Booker,Low Budget,Rare Flyer,0.0,0.0,0.0,0.0,1.3388888888888888,2
1192,516053,0,0,los angeles,29,1,0,0,44,41-50,8.2,9,152,19.03,5,1,1,1,0,10,5,3,2975.56,595.11,2963.548,592.71,12.012,2.4,0.03,0.03,540,180.0,540.0,180.0,0.0,0.0,1.0,2.67,8,3,3,3,4,4,4,1.0,5,2,0.4,31903.76629290441,34295.30877851715,6859.06175570343,Rare Booker,Low Budget,Frequent Flyer,700.7096,0.0864126350090304,0.2,0.0005184758100542,2.1144444444444446,3
1193,516057,0,0,houston,29,0,0,0,40,31-40,9.33333333333333,8,456,151.65,3,2,1,3,1,6,3,2,1495.68,498.56,1461.4865,487.16,34.1935,11.4,0.03,0.03,1910,955.0,1711.1,855.55,198.9,99.45,1.5,3.5,7,2,1,2,3,3,3,1.33,4,2,0.67,12602.71771343649,13147.112093649108,4382.370697883036,Occasional Booker,Moderate Budget,Regular Flyer,1057.5288333333333,0.1111640708308854,1.0,0.0033349221249265,18.95625,1
1194,516061,0,0,chicago,29,0,1,0,57,50+,7.0,8,145,17.95,3,2,1,1,0,6,3,2,724.82,241.61,717.899,239.3,6.921,2.31,0.02,0.02,2244,1122.0,2244.0,1122.0,0.0,0.0,1.5,4.0,8,2,2,2,2,3,2,1.33,4,1,0.33,5549.311288336899,5490.872746816093,1830.2909156053645,Occasional Booker,Moderate Budget,Regular Flyer,987.2996666666666,0.1307440607535982,0.3333333333333333,0.0008716270716907,2.24375,1
1195,516076,0,0,riverside,29,0,1,0,72,50+,0.0,8,80,9.9,0,2,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,Never Booker,Low Budget,Rare Flyer,0.0,0.0,0.0,0.0,1.2375,2
1196,516086,0,0,new york,29,1,0,0,19,18-25,6.0,10,91,11.22,1,2,2,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1872,1872.0,1591.2,1591.2,280.8,280.8,1.0,18.0,18,1,1,1,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,Super Booker,Moderate Budget,Rare Flyer,1591.2,0.0,0.0,0.0,1.122,0
1197,516089,0,0,baltimore,29,1,1,1,58,50+,7.333333333333333,8,135,16.8,3,3,1,3,0,6,3,3,1030.02,343.34,1013.708,337.9,16.312,5.44,0.03,0.04,598,199.33,598.0,199.33,0.0,0.0,1.0,3.0,9,3,3,3,3,2,3,1.0,3,2,0.67,12458.567031243632,11969.212898156931,3989.7376327189777,Occasional Booker,Low Budget,Regular Flyer,537.236,0.0846929542172397,1.0,0.0025407886265171,2.1,1
1198,516092,1,0,indianapolis,29,0,1,0,39,31-40,8.25,9,171,21.13,4,3,2,2,0,8,4,3,1267.42,316.86,1267.42,316.86,0.0,0.0,0.03,0.03,660,220.0,632.8,210.93,27.2,9.07,1.0,1.33,4,3,3,3,4,2,4,1.25,5,4,1.0,11050.354630222631,10752.61651986843,2688.154129967108,Occasional Booker,Low Budget,Regular Flyer,475.055,0.1178708454503228,0.5,0.0017680626817548,2.3477777777777775,3
1199,516105,0,0,austin,29,1,1,1,52,50+,5.333333333333333,8,100,12.32,3,1,1,0,0,2,1,2,282.67,282.67,282.67,282.67,0.0,0.0,0.0,0.01,2644,1322.0,2644.0,1322.0,0.0,0.0,1.0,8.0,16,2,2,2,1,1,3,1.0,1,0,0.0,2958.9652871106614,3044.021636684636,3044.021636684636,Occasional Booker,Moderate Budget,Rare Flyer,975.5566666666666,0.0928607065710173,0.0,0.0,1.54,1
1200,516117,0,0,charlotte,29,1,0,0,49,41-50,6.666666666666666,9,82,10.19,3,2,1,2,0,4,2,2,392.29,196.15,392.29,196.15,0.0,0.0,0.03,0.03,1690,845.0,1690.0,845.0,0.0,0.0,1.0,4.5,9,2,1,2,2,2,3,1.5,3,1,0.5,2935.809337624913,2976.2602661322558,1488.1301330661277,Occasional Booker,Moderate Budget,Rare Flyer,694.0966666666667,0.1318063492175008,0.6666666666666666,0.00263612698435,1.1322222222222222,1
1201,516118,1,0,newark,29,0,1,0,40,31-40,9.5,9,95,11.91,2,2,0,3,0,2,1,2,590.05,590.05,472.04,472.04,118.01,118.01,0.11,0.0,6554,3277.0,6554.0,3277.0,0.0,0.0,1.5,9.5,19,2,2,2,1,1,2,1.0,1,0,0.0,6903.889864245741,6637.358090676644,6637.358090676644,Occasional Booker,Luxury Budget,Rare Flyer,3513.02,0.0711186579887959,1.5,0.0117345785681513,1.3233333333333333,0
1202,516127,0,0,denver,29,0,1,0,32,31-40,0.0,8,59,7.31,0,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,Never Booker,Low Budget,Rare Flyer,0.0,0.0,0.0,0.0,0.91375,2
1203,516132,0,0,dallas,29,1,0,0,50,41-50,10.5,9,279,129.91,2,1,0,1,1,4,2,1,431.03,215.52,431.03,215.52,0.0,0.0,0.03,0.0,258,258.0,258.0,258.0,0.0,0.0,1.0,2.0,2,1,1,1,2,2,2,1.0,2,2,1.0,5231.187528241263,5430.617309465187,2715.3086547325934,Occasional Booker,Low Budget,Rare Flyer,344.515,0.0793703506319152,0.5,0.0011905552594787,14.434444444444445,1
1204,516144,0,0,denver,29,1,1,1,52,50+,9.75,9,127,15.92,4,0,0,0,0,8,4,3,1271.74,317.94,1271.74,317.94,0.0,0.0,0.0,0.0,818,272.67,818.0,272.67,0.0,0.0,1.0,1.0,3,3,3,3,3,4,3,1.0,4,3,0.75,14080.916710726564,13962.764744540576,3490.691186135144,Occasional Booker,Low Budget,Regular Flyer,522.435,0.091080815530982,0.0,0.0,1.7688888888888887,3
1205,516150,0,0,baton rouge,29,1,1,1,66,50+,5.0,8,72,8.98,1,2,1,2,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,2520,2520.0,2520.0,2520.0,0.0,0.0,1.0,20.0,20,1,1,1,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,Frequent Booker,High Budget,Rare Flyer,2520.0,0.0,2.0,0.0,1.1225,0
1206,516152,0,0,madison,29,0,0,0,38,31-40,8.0,8,105,12.97,1,1,0,1,0,2,1,1,467.68,467.68,467.68,467.68,0.0,0.0,0.03,0.0,244,244.0,244.0,244.0,0.0,0.0,1.0,2.0,2,1,1,1,1,1,1,1.0,1,1,1.0,5420.286660699908,5141.873598879187,5141.873598879187,Frequent Booker,Low Budget,Rare Flyer,711.68,0.0909551724690283,1.0,0.0027286551740708,1.62125,1
1207,516176,2,0,new york,29,1,0,0,52,50+,10.25,8,275,33.91,4,2,1,2,0,8,4,3,743.41,185.85,743.41,185.85,0.0,0.0,0.02,0.01,1325,441.67,1325.0,441.67,0.0,0.0,1.0,5.0,15,3,3,3,4,4,4,1.0,4,1,0.25,7991.027524701252,7995.8468010623055,1998.9617002655764,Rare Booker,Low Budget,Regular Flyer,517.1025,0.0929745177085224,0.5,0.0009297451770852,4.23875,3
1208,516177,0,0,philadelphia,29,0,0,0,52,50+,6.666666666666666,8,154,19.05,3,2,1,2,0,6,3,3,1358.82,452.94,1358.82,452.94,0.0,0.0,0.03,0.01,620,206.67,620.0,206.67,0.0,0.0,1.0,4.0,12,3,3,3,3,3,3,1.0,3,3,1.0,14744.006178229218,14409.788657654375,4803.262885884792,Occasional Booker,Low Budget,Regular Flyer,659.6066666666667,0.0942983989760463,0.6666666666666666,0.0018859679795209,2.38125,3
1209,516178,0,1,vancouver,29,1,0,0,30,26-30,6.333333333333333,8,139,17.22,3,3,2,2,0,6,3,2,1157.51,385.84,1080.354,360.12,77.156,25.72,0.04,0.07,328,164.0,318.1,159.05,9.9,4.95,1.0,2.0,4,2,2,2,3,3,3,1.0,3,1,0.33,13181.91916832305,12814.90053425165,4271.633511417217,Occasional Booker,Low Budget,Regular Flyer,466.1513333333333,0.084304517004438,0.6666666666666666,0.0022481204534516,2.1525,1
1210,516211,1,0,philadelphia,29,0,1,0,43,41-50,7.666666666666665,8,168,76.43,3,1,0,1,1,6,3,2,732.61,244.2,732.61,244.2,0.0,0.0,0.02,0.0,1324,662.0,1324.0,662.0,0.0,0.0,1.0,5.0,10,2,2,2,3,3,3,1.0,3,0,0.0,8108.756154051544,7882.756774362839,2627.5855914542794,Occasional Booker,Low Budget,Regular Flyer,685.5366666666666,0.0929382982337694,0.3333333333333333,0.0006195886548918,9.55375,1
1211,516216,0,0,philadelphia,29,0,0,0,39,31-40,7.75,8,177,21.85,4,2,1,1,0,8,4,4,1233.91,308.48,1191.702,297.93,42.208,10.55,0.02,0.02,1254,313.5,1254.0,313.5,0.0,0.0,1.0,2.0,8,4,4,4,4,4,4,1.0,4,1,0.25,14285.06564452112,13987.377638591146,3496.8444096477865,Rare Booker,Low Budget,Regular Flyer,611.4255,0.0851983860585916,0.25,0.000425991930293,2.73125,3
1212,516217,1,1,edmonton,29,0,1,0,46,41-50,6.0,8,186,23.26,1,2,1,1,0,2,1,0,509.57,509.57,509.57,509.57,0.0,0.0,0.03,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1.0,1,0,0.0,6472.490766253425,5906.298678058966,5906.298678058966,Frequent Booker,Low Budget,Rare Flyer,509.57,0.0862756910504675,1.0,0.002588270731514,2.9075,2
1213,516243,0,0,buffalo,29,1,0,0,34,31-40,0.0,8,65,8.04,0,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,Never Booker,Low Budget,Rare Flyer,0.0,0.0,0.0,0.0,1.005,2
1214,516246,0,0,austin,29,0,0,0,39,31-40,6.5,9,162,20.25,4,3,2,2,0,8,4,4,1473.69,368.42,1304.0355,326.01,169.6545,42.41,0.08,0.05,1402,350.5,1303.4,325.85,98.6,24.65,1.0,1.75,7,4,3,4,4,4,4,1.0,4,3,0.75,16757.499735653004,17368.05192382181,4342.012980955453,Occasional Booker,Low Budget,Regular Flyer,651.858875,0.0750824275353184,0.5,0.0030032971014127,2.25,3
1215,516251,0,1,calgary,29,0,1,0,53,50+,9.0,8,247,30.35,7,2,2,0,0,14,7,6,4293.61,613.37,4293.61,613.37,0.0,0.0,0.0,0.02,2380,396.67,2357.85,392.98,22.15,3.69,1.33,2.33,14,6,5,6,7,7,7,1.29,9,5,0.71,38368.8113036675,36483.642859026906,5211.948979860987,Rare Booker,Moderate Budget,Bird,950.2085714285713,0.1176858905397836,0.0,0.0,3.79375,3
1216,516269,0,0,stockton,29,0,0,0,39,31-40,9.0,9,173,21.45,5,1,0,1,0,8,4,5,2940.34,735.09,2881.767,720.44,58.573,14.64,0.02,0.0,1813,362.6,1813.0,362.6,0.0,0.0,1.4,2.4,12,5,4,5,4,3,5,1.5,6,1,0.25,22480.767513358674,23728.881912815952,5932.220478203988,Rare Booker,Moderate Budget,Regular Flyer,938.9534,0.1214455451625624,0.2,0.0004857821806502,2.3833333333333333,3
1217,516273,0,0,tampa,29,1,0,0,43,41-50,6.0,8,91,11.26,2,1,1,0,0,4,2,2,548.49,274.25,548.49,274.25,0.0,0.0,0.0,0.03,1120,560.0,1120.0,560.0,0.0,0.0,1.0,2.0,4,2,2,2,2,1,2,1.0,2,1,0.5,5885.735530581476,5885.803989730621,2942.9019948653104,Occasional Booker,Low Budget,Rare Flyer,834.245,0.0931886282582616,0.0,0.0,1.4075,1
1218,516282,0,1,victoria,29,0,1,0,44,41-50,8.0,8,100,12.29,2,1,0,1,0,4,2,2,1002.45,501.23,1002.45,501.23,0.0,0.0,0.04,0.0,515,257.5,515.0,257.5,0.0,0.0,1.0,1.5,3,2,2,2,2,2,2,1.0,2,3,1.5,11163.6050654668,11043.075541135748,5521.537770567874,Occasional Booker,Low Budget,Rare Flyer,758.725,0.0907763418140034,0.5,0.00181552683628,1.53625,1
1219,516283,1,0,phoenix,29,1,1,1,26,26-30,8.0,9,299,132.24,1,3,1,3,1,2,1,1,271.77,271.77,203.8275,203.83,67.9425,67.94,0.14,0.03,513,513.0,513.0,513.0,0.0,0.0,1.0,3.0,3,1,1,1,1,1,1,1.0,1,1,1.0,3301.340839967778,3240.6841470625363,3240.6841470625363,Super Booker,Low Budget,Rare Flyer,716.8275,0.0628964412297804,3.0,0.0264165053165077,14.693333333333332,1
1220,516287,0,0,honolulu,29,0,1,0,55,50+,13.0,9,197,103.57,1,2,1,1,1,2,1,1,700.54,700.54,700.54,700.54,0.0,0.0,0.04,0.03,488,488.0,488.0,488.0,0.0,0.0,1.0,8.0,8,1,1,1,1,1,1,1.0,1,0,0.0,8217.425384088849,8655.19862208641,8655.19862208641,Super Booker,Moderate Budget,Rare Flyer,1188.54,0.0809386393759186,1.0,0.0032375455750367,11.507777777777775,1
1221,516290,1,0,omaha,29,0,0,0,47,41-50,6.666666666666666,8,178,21.92,3,1,0,1,0,4,2,3,779.94,389.97,779.94,389.97,0.0,0.0,0.03,0.0,3296,1098.67,3296.0,1098.67,0.0,0.0,1.33,4.33,13,3,3,3,2,2,3,1.5,3,0,0.0,6183.445710683805,6038.331616674723,3019.1658083373613,Occasional Booker,Moderate Budget,Rare Flyer,1358.6466666666665,0.129164817289301,0.3333333333333333,0.001291648172893,2.74,1
1222,516296,0,0,fort worth,29,0,0,0,42,41-50,7.0,10,134,16.62,2,3,1,3,0,4,2,2,477.82,238.91,447.5785,223.79,30.2415,15.12,0.04,0.03,1198,599.0,1198.0,599.0,0.0,0.0,1.0,6.0,12,2,2,2,2,2,2,1.0,2,1,0.5,5107.885139788853,5191.229018474396,2595.614509237198,Occasional Booker,Low Budget,Rare Flyer,822.78925,0.0862182150714542,1.5,0.0051730929042872,1.662,1
1223,516301,0,0,los angeles,29,0,0,0,29,26-30,8.75,8,229,121.17,4,1,0,1,1,8,4,4,2978.94,744.74,2978.94,744.74,0.0,0.0,0.07,0.0,1019,254.75,1019.0,254.75,0.0,0.0,1.5,1.75,7,4,3,4,4,4,4,1.5,6,3,0.75,21590.8419399163,22347.74356180482,5586.935890451205,Rare Booker,Low Budget,Regular Flyer,999.485,0.1332993638378504,0.25,0.0023327388671623,15.14625,3
1224,516340,0,0,omaha,29,0,0,0,19,18-25,13.0,9,100,12.32,1,1,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,372,372.0,372.0,372.0,0.0,0.0,1.0,6.0,6,1,1,1,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,Super Booker,Low Budget,Rare Flyer,372.0,0.0,0.0,0.0,1.3688888888888888,2
1225,516351,0,0,omaha,29,0,0,0,43,41-50,7.666666666666665,8,115,14.28,3,0,0,0,0,6,3,3,782.54,260.85,782.54,260.85,0.0,0.0,0.0,0.0,1338,446.0,1338.0,446.0,0.0,0.0,1.0,3.33,10,3,2,3,3,3,3,1.0,3,2,0.67,9463.069768380055,9244.88135995308,3081.6271199843595,Occasional Booker,Low Budget,Regular Flyer,706.8466666666667,0.0846457590456273,0.0,0.0,1.785,1
1226,516368,0,0,denver,29,1,1,1,48,41-50,0.0,8,288,130.82,0,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,Never Booker,Low Budget,Rare Flyer,0.0,0.0,0.0,0.0,16.3525,2
1227,516375,0,0,houston,29,0,1,0,39,31-40,9.4,9,184,22.83,5,5,3,4,0,10,5,5,1788.11,357.62,1636.4525,327.29,151.6575,30.33,0.08,0.04,2089,417.8,2028.75,405.75,60.25,12.05,1.0,2.0,10,5,5,5,5,3,5,1.0,5,2,0.4,18708.0951370105,19322.86314439519,3864.572628879038,Rare Booker,Low Budget,Frequent Flyer,733.0405,0.0846899596488976,0.8,0.0054201574175294,2.5366666666666666,3
1228,516418,0,0,dallas,29,0,1,0,28,26-30,8.333333333333332,8,150,18.66,3,1,1,1,0,4,2,3,1213.52,606.76,1069.682,534.84,143.838,71.92,0.04,0.01,2288,762.67,2186.5,728.83,101.5,33.83,1.33,4.33,13,3,3,3,2,2,3,1.5,3,1,0.5,8301.185104395838,8592.823942349321,4296.411971174661,Occasional Booker,Moderate Budget,Rare Flyer,1085.394,0.1244855017601516,0.3333333333333333,0.0016598066901353,2.3325,1
1229,516420,0,0,san francisco,29,0,1,0,47,41-50,7.5,8,122,15.18,2,0,0,0,0,2,1,2,616.02,616.02,616.02,616.02,0.0,0.0,0.0,0.0,572,286.0,572.0,286.0,0.0,0.0,1.0,1.5,3,2,2,2,1,1,2,1.0,1,1,1.0,6806.775214613948,6975.059452212161,6975.059452212161,Occasional Booker,Low Budget,Rare Flyer,594.01,0.0883175267853276,0.0,0.0,1.8975,1
1230,516433,0,0,phoenix,29,0,0,0,19,18-25,4.0,9,69,8.68,1,1,1,1,0,2,1,0,191.33,191.33,191.33,191.33,0.0,0.0,0.03,0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1.0,1,0,0.0,2092.757482271761,2137.239273947461,2137.239273947461,Super Booker,Low Budget,Rare Flyer,191.33,0.0895220307488619,1.0,0.0026856609224658,0.9644444444444444,2
1231,516456,0,1,halifax,29,0,1,0,40,31-40,7.0,8,165,20.54,4,2,2,1,0,8,4,3,1940.61,485.15,1928.377,482.09,12.233,3.06,0.01,0.03,788,262.67,782.9,260.97,5.1,1.7,1.0,1.67,5,3,3,3,4,4,4,1.0,4,1,0.25,22757.82231343129,21638.895168186653,5409.723792046663,Rare Booker,Low Budget,Regular Flyer,677.81925,0.0891162411487202,0.25,0.0002227906028718,2.5675,3
1232,516507,1,0,san diego,29,0,1,0,44,41-50,9.5,8,155,19.29,2,2,1,2,0,4,2,2,885.06,442.53,885.06,442.53,0.0,0.0,0.09,0.02,1888,944.0,1888.0,944.0,0.0,0.0,1.5,5.0,10,2,2,2,2,2,2,1.5,3,0,0.0,6539.305609558685,6632.590252935659,3316.295126467829,Occasional Booker,Moderate Budget,Rare Flyer,1386.53,0.1334410790125716,1.0,0.0120096971111314,2.41125,1
